Area_name,STCOU,EDU010187F,EDU010187D,EDU010187N1,EDU010187N2,EDU010188F,EDU010188D,EDU010188N1,EDU010188N2,EDU010189F,EDU010189D,EDU010189N1,EDU010189N2,EDU010190F,EDU010190D,EDU010190N1,EDU010190N2,EDU010191F,EDU010191D,EDU010191N1,EDU010191N2,EDU010192F,EDU010192D,EDU010192N1,EDU010192N2,EDU010193F,EDU010193D,EDU010193N1,EDU010193N2,EDU010194F,EDU010194D,EDU010194N1,EDU010194N2,EDU010195F,EDU010195D,EDU010195N1,EDU010195N2,EDU010196F,EDU010196D,EDU010196N1,EDU010196N2
UNITED STATES,0,0,40024299,0,0,0,39967624,0,0,0,40317775,0,0,0,40737600,0,0,0,41385442,0,0,0,42088151,0,0,0,42724710,0,0,0,43369917,0,0,0,43993459,0,0,0,44715737,0,0
ALABAMA,1000,0,733735,0,0,0,728234,0,0,0,730048,0,0,0,728252,0,0,0,725541,0,0,0,726150,0,0,0,728014,0,0,0,730509,0,0,0,727989,0,0,0,736825,0,0
"Autauga, AL",1001,0,6829,0,0,0,6900,0,0,0,6920,0,0,0,6847,0,0,0,7008,0,0,0,7137,0,0,0,7152,0,0,0,7381,0,0,0,7568,0,0,0,7834,0,0
"Baldwin, AL",1003,0,16417,0,0,0,16465,0,0,0,16799,0,0,0,17054,0,0,0,17479,0,0,0,17983,0,0,0,18735,0,0,0,19384,0,0,0,19961,0,0,0,20699,0,0
"Barbour, AL",1005,0,5071,0,0,0,5098,0,0,0,5068,0,0,0,5156,0,0,0,5173,0,0,0,5252,0,0,0,5135,0,0,0,5111,0,0,0,5017,0,0,0,5053,0,0
"Bibb, AL",1007,0,3557,0,0,0,3508,0,0,0,3571,0,0,0,3621,0,0,0,3652,0,0,0,3564,0,0,0,3565,0,0,0,3552,0,0,0,3539,0,0,0,3656,0,0
"Blount, AL",1009,0,7319,0,0,0,7223,0,0,0,7205,0,0,0,7209,0,0,0,7155,0,0,0,7150,0,0,0,7210,0,0,0,7300,0,0,0,7421,0,0,0,7622,0,0
"Bullock, AL",1011,0,2014,0,0,0,1980,0,0,0,1985,0,0,0,1983,0,0,0,1985,0,0,0,2023,0,0,0,2010,0,0,0,2011,0,0,0,1972,0,0,0,1989,0,0
"Butler, AL",1013,0,4640,0,0,0,4582,0,0,0,4610,0,0,0,4591,0,0,0,4544,0,0,0,4476,0,0,0,4444,0,0,0,4348,0,0,0,4300,0,0,0,4173,0,0
"Calhoun, AL",1015,0,20939,0,0,0,20923,0,0,0,20907,0,0,0,20849,0,0,0,20768,0,0,0,20485,0,0,0,20510,0,0,0,20110,0,0,0,19619,0,0,0,19665,0,0
"Chambers, AL",1017,0,7109,0,0,0,6962,0,0,0,6962,0,0,0,6853,0,0,0,6551,0,0,0,6200,0,0,0,5984,0,0,0,5874,0,0,0,5750,0,0,0,5732,0,0
"Cherokee, AL",1019,0,3789,0,0,0,3796,0,0,0,3849,0,0,0,3793,0,0,0,3697,0,0,0,3695,0,0,0,3659,0,0,0,3681,0,0,0,3714,0,0,0,3794,0,0
"Chilton, AL",1021,0,6151,0,0,0,6117,0,0,0,6139,0,0,0,6131,0,0,0,6228,0,0,0,6309,0,0,0,6245,0,0,0,6297,0,0,0,6228,0,0,0,6257,0,0
"Choctaw, AL",1023,0,3418,0,0,0,3365,0,0,0,3324,0,0,0,3213,0,0,0,3121,0,0,0,3095,0,0,0,3032,0,0,0,2919,0,0,0,2929,0,0,0,2719,0,0
"Clarke, AL",1025,0,5976,0,0,0,6095,0,0,0,6124,0,0,0,6122,0,0,0,6104,0,0,0,6119,0,0,0,5940,0,0,0,5847,0,0,0,5677,0,0,0,5603,0,0
"Clay, AL",1027,0,2906,0,0,0,2857,0,0,0,2810,0,0,0,2692,0,0,0,2664,0,0,0,2682,0,0,0,2631,0,0,0,2570,0,0,0,2616,0,0,0,2635,0,0
"Cleburne, AL",1029,0,2419,0,0,0,2380,0,0,0,2432,0,0,0,2401,0,0,0,2403,0,0,0,2384,0,0,0,2409,0,0,0,2393,0,0,0,2446,0,0,0,2488,0,0
"Coffee, AL",1031,0,8470,0,0,0,8570,0,0,0,8514,0,0,0,8496,0,0,0,8277,0,0,0,8317,0,0,0,8371,0,0,0,8434,0,0,0,8424,0,0,0,8477,0,0
"Colbert, AL",1033,0,9065,0,0,0,8855,0,0,0,8667,0,0,0,8582,0,0,0,8508,0,0,0,8625,0,0,0,8606,0,0,0,8637,0,0,0,8646,0,0,0,8761,0,0
"Conecuh, AL",1035,0,2817,0,0,0,2814,0,0,0,2658,0,0,0,2653,0,0,0,2582,0,0,0,2556,0,0,0,2508,0,0,0,2461,0,0,0,2382,0,0,0,2386,0,0
"Coosa, AL",1037,0,2098,0,0,0,2007,0,0,0,2003,0,0,0,1982,0,0,0,1925,0,0,0,1858,0,0,0,1870,0,0,0,1866,0,0,0,1855,0,0,0,1851,0,0
"Covington, AL",1039,0,7141,0,0,0,7094,0,0,0,7069,0,0,0,7036,0,0,0,6922,0,0,0,6917,0,0,0,6869,0,0,0,6849,0,0,0,6904,0,0,0,6950,0,0
"Crenshaw, AL",1041,0,2839,0,0,0,2775,0,0,0,2778,0,0,0,2715,0,0,0,2619,0,0,0,2477,0,0,0,2448,0,0,0,2386,0,0,0,2382,0,0,0,2415,0,0
"Cullman, AL",1043,0,11294,0,0,0,11372,0,0,0,11372,0,0,0,11580,0,0,0,11639,0,0,0,11792,0,0,0,11906,0,0,0,11950,0,0,0,11927,0,0,0,12060,0,0
"Dale, AL",1045,0,7959,0,0,0,8013,0,0,0,7890,0,0,0,7769,0,0,0,7608,0,0,0,7770,0,0,0,7683,0,0,0,7808,0,0,0,7899,0,0,0,7856,0,0
"Dallas, AL",1047,0,11188,0,0,0,11159,0,0,0,11131,0,0,0,11026,0,0,0,10348,0,0,0,10364,0,0,0,10337,0,0,0,10235,0,0,0,10151,0,0,0,9888,0,0
"DeKalb, AL",1049,0,10516,0,0,0,10341,0,0,0,10264,0,0,0,10142,0,0,0,10053,0,0,0,9911,0,0,0,9808,0,0,0,9878,0,0,0,9889,0,0,0,9883,0,0
"Elmore, AL",1051,0,9222,0,0,0,9377,0,0,0,9566,0,0,0,9597,0,0,0,9507,0,0,0,9692,0,0,0,9823,0,0,0,10076,0,0,0,10352,0,0,0,10753,0,0
"Escambia, AL",1053,0,7366,0,0,0,7215,0,0,0,7086,0,0,0,6979,0,0,0,6815,0,0,0,6658,0,0,0,6475,0,0,0,6507,0,0,0,6443,0,0,0,6443,0,0
"Etowah, AL",1055,0,18288,0,0,0,18091,0,0,0,18142,0,0,0,17743,0,0,0,17382,0,0,0,17122,0,0,0,16871,0,0,0,16590,0,0,0,16548,0,0,0,16572,0,0
"Fayette, AL",1057,0,3246,0,0,0,3195,0,0,0,3134,0,0,0,3077,0,0,0,3003,0,0,0,2963,0,0,0,2946,0,0,0,2928,0,0,0,2879,0,0,0,2936,0,0
"Franklin, AL",1059,0,5439,0,0,0,5356,0,0,0,5380,0,0,0,5326,0,0,0,5295,0,0,0,5284,0,0,0,5371,0,0,0,5421,0,0,0,5552,0,0,0,5624,0,0
"Geneva, AL",1061,0,4599,0,0,0,4496,0,0,0,4384,0,0,0,4359,0,0,0,4355,0,0,0,4277,0,0,0,4277,0,0,0,4260,0,0,0,4322,0,0,0,4330,0,0
"Greene, AL",1063,0,2367,0,0,0,2404,0,0,0,2391,0,0,0,2414,0,0,0,2421,0,0,0,2373,0,0,0,2325,0,0,0,2305,0,0,0,2244,0,0,0,2182,0,0
"Hale, AL",1065,0,3475,0,0,0,3547,0,0,0,3508,0,0,0,3556,0,0,0,3644,0,0,0,3670,0,0,0,3564,0,0,0,3574,0,0,0,3511,0,0,0,3470,0,0
"Henry, AL",1067,0,3139,0,0,0,3105,0,0,0,3087,0,0,0,3060,0,0,0,3019,0,0,0,2872,0,0,0,2893,0,0,0,2874,0,0,0,2823,0,0,0,2842,0,0
"Houston, AL",1069,0,15362,0,0,0,15360,0,0,0,15369,0,0,0,15530,0,0,0,15636,0,0,0,15616,0,0,0,15608,0,0,0,15665,0,0,0,15395,0,0,0,15521,0,0
"Jackson, AL",1071,0,10039,0,0,0,8870,0,0,0,9884,0,0,0,9794,0,0,0,9559,0,0,0,9508,0,0,0,9526,0,0,0,9363,0,0,0,9204,0,0,0,9336,0,0
"Jefferson, AL",1073,0,110697,0,0,0,109775,0,0,0,110193,0,0,0,110103,0,0,0,109874,0,0,0,110760,0,0,0,111247,0,0,0,112224,0,0,0,111362,0,0,0,112641,0,0
"Lamar, AL",1075,0,3432,0,0,0,3351,0,0,0,3291,0,0,0,3242,0,0,0,3218,0,0,0,3167,0,0,0,3101,0,0,0,2997,0,0,0,2991,0,0,0,2957,0,0
"Lauderdale, AL",1077,0,13748,0,0,0,13387,0,0,0,13335,0,0,0,13312,0,0,0,13296,0,0,0,13329,0,0,0,13451,0,0,0,13595,0,0,0,13448,0,0,0,13594,0,0
"Lawrence, AL",1079,0,6599,0,0,0,6471,0,0,0,6478,0,0,0,6356,0,0,0,6338,0,0,0,6171,0,0,0,6279,0,0,0,6147,0,0,0,6176,0,0,0,6307,0,0
"Lee, AL",1081,0,13342,0,0,0,13481,0,0,0,13506,0,0,0,13695,0,0,0,13761,0,0,0,13927,0,0,0,14264,0,0,0,14676,0,0,0,15279,0,0,0,15780,0,0
"Limestone, AL",1083,0,9654,0,0,0,9688,0,0,0,9681,0,0,0,9751,0,0,0,9823,0,0,0,9945,0,0,0,10153,0,0,0,10236,0,0,0,10229,0,0,0,10455,0,0
"Lowndes, AL",1085,0,2992,0,0,0,2970,0,0,0,2981,0,0,0,2965,0,0,0,2920,0,0,0,2900,0,0,0,2873,0,0,0,2894,0,0,0,2931,0,0,0,2969,0,0
"Macon, AL",1087,0,4779,0,0,0,4780,0,0,0,4721,0,0,0,4528,0,0,0,4374,0,0,0,4122,0,0,0,4147,0,0,0,4214,0,0,0,4265,0,0,0,4280,0,0
"Madison, AL",1089,0,37098,0,0,0,37314,0,0,0,37817,0,0,0,38181,0,0,0,37885,0,0,0,39194,0,0,0,40430,0,0,0,41499,0,0,0,41375,0,0,0,42345,0,0
"Marengo, AL",1091,0,5219,0,0,0,5136,0,0,0,5145,0,0,0,5037,0,0,0,5046,0,0,0,5005,0,0,0,4931,0,0,0,4893,0,0,0,4880,0,0,0,4922,0,0
"Marion, AL",1093,0,5755,0,0,0,5653,0,0,0,5666,0,0,0,5518,0,0,0,5391,0,0,0,5372,0,0,0,5409,0,0,0,5482,0,0,0,5503,0,0,0,5516,0,0
"Marshall, AL",1095,0,13438,0,0,0,13429,0,0,0,13420,0,0,0,13393,0,0,0,13334,0,0,0,13439,0,0,0,13535,0,0,0,13743,0,0,0,13952,0,0,0,14174,0,0
"Mobile, AL",1097,0,68612,0,0,0,67619,0,0,0,67901,0,0,0,67620,0,0,0,67286,0,0,0,67523,0,0,0,66883,0,0,0,66580,0,0,0,64645,0,0,0,65602,0,0
"Monroe, AL",1099,0,5442,0,0,0,5453,0,0,0,5442,0,0,0,5353,0,0,0,5329,0,0,0,5304,0,0,0,5298,0,0,0,5315,0,0,0,5256,0,0,0,5180,0,0
"Montgomery, AL",1101,0,36789,0,0,0,36385,0,0,0,36456,0,0,0,36443,0,0,0,36399,0,0,0,35771,0,0,0,35837,0,0,0,35749,0,0,0,35255,0,0,0,35978,0,0
"Morgan, AL",1103,0,18337,0,0,0,18529,0,0,0,18567,0,0,0,18520,0,0,0,18722,0,0,0,18682,0,0,0,19047,0,0,0,19126,0,0,0,18935,0,0,0,19182,0,0
"Perry, AL",1105,0,2869,0,0,0,2755,0,0,0,2703,0,0,0,2651,0,0,0,2573,0,0,0,2518,0,0,0,2497,0,0,0,2486,0,0,0,2420,0,0,0,2453,0,0
"Pickens, AL",1107,0,4179,0,0,0,4149,0,0,0,4127,0,0,0,4109,0,0,0,4136,0,0,0,4063,0,0,0,3987,0,0,0,4033,0,0,0,3951,0,0,0,3954,0,0
"Pike, AL",1109,0,5036,0,0,0,4945,0,0,0,4983,0,0,0,5001,0,0,0,5063,0,0,0,4972,0,0,0,4886,0,0,0,4866,0,0,0,4833,0,0,0,4746,0,0
"Randolph, AL",1111,0,3954,0,0,0,3917,0,0,0,3941,0,0,0,3887,0,0,0,3877,0,0,0,3937,0,0,0,3977,0,0,0,3975,0,0,0,3824,0,0,0,3865,0,0
"Russell, AL",1113,0,8347,0,0,0,8210,0,0,0,8246,0,0,0,8345,0,0,0,8403,0,0,0,8533,0,0,0,8664,0,0,0,8723,0,0,0,8590,0,0,0,8772,0,0
"St. Clair, AL",1115,0,8818,0,0,0,8871,0,0,0,8868,0,0,0,8949,0,0,0,9153,0,0,0,9239,0,0,0,9462,0,0,0,8884,0,0,0,9714,0,0,0,10124,0,0
"Shelby, AL",1117,0,14314,0,0,0,14882,0,0,0,15199,0,0,0,15629,0,0,0,16096,0,0,0,16352,0,0,0,16806,0,0,0,17246,0,0,0,17773,0,0,0,18132,0,0
"Sumter, AL",1119,0,3296,0,0,0,3237,0,0,0,3198,0,0,0,3102,0,0,0,3114,0,0,0,2980,0,0,0,2918,0,0,0,2900,0,0,0,2866,0,0,0,2878,0,0
"Talladega, AL",1121,0,15401,0,0,0,15105,0,0,0,15081,0,0,0,14847,0,0,0,14671,0,0,0,14407,0,0,0,14197,0,0,0,14083,0,0,0,14034,0,0,0,13963,0,0
"Tallapoosa, AL",1123,0,7693,0,0,0,7527,0,0,0,7402,0,0,0,7319,0,0,0,7178,0,0,0,7035,0,0,0,7023,0,0,0,6957,0,0,0,7088,0,0,0,7231,0,0
"Tuscaloosa, AL",1125,0,24252,0,0,0,24497,0,0,0,24636,0,0,0,24663,0,0,0,25113,0,0,0,25078,0,0,0,25011,0,0,0,25314,0,0,0,25099,0,0,0,25470,0,0
"Walker, AL",1127,0,13447,0,0,0,13035,0,0,0,12849,0,0,0,12602,0,0,0,12352,0,0,0,12270,0,0,0,11981,0,0,0,11830,0,0,0,11763,0,0,0,11764,0,0
"Washington, AL",1129,0,4069,0,0,0,3952,0,0,0,3916,0,0,0,3862,0,0,0,3855,0,0,0,3807,0,0,0,3785,0,0,0,3763,0,0,0,3755,0,0,0,3803,0,0
"Wilcox, AL",1131,0,3057,0,0,0,2989,0,0,0,2939,0,0,0,2979,0,0,0,2962,0,0,0,2841,0,0,0,2837,0,0,0,2789,0,0,0,2803,0,0,0,2799,0,0
"Winston, AL",1133,0,4587,0,0,0,4475,0,0,0,4378,0,0,0,4359,0,0,0,4350,0,0,0,4331,0,0,0,4352,0,0,0,4445,0,0,0,4505,0,0,0,4534,0,0
ALASKA,2000,0,102872,0,0,0,106043,0,0,0,104153,0,0,0,108810,0,0,0,112190,0,0,0,118680,0,0,0,122487,0,0,0,125948,0,0,0,126348,0,0,0,127185,0,0
"Aleutians East, AK",2013,2,0,5080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,436,0,0,0,446,0,0,0,367,0,0,0,392,0,0
"Aleutians West, AK",2016,1,1239,5080,0,0,1612,0,0,0,1781,0,0,0,1824,0,0,0,1931,0,0,0,1244,0,0,0,1229,0,0,0,1103,0,0,0,236,0,0,0,613,0,0
"Anchorage, AK",2020,0,39785,0,0,0,40941,0,0,0,40007,0,0,0,40924,0,0,0,41992,0,0,0,44749,0,0,0,46265,0,0,0,47340,0,0,0,47655,0,0,0,47318,0,0
"Bethel, AK",2050,0,3206,0,0,0,3322,0,0,0,3308,0,0,0,3649,0,0,0,3451,0,0,0,3785,0,0,0,3889,0,0,0,3996,0,0,0,4169,0,0,0,4309,0,0
"Bristol Bay, AK",2060,0,603,0,0,0,726,0,0,0,717,0,0,0,821,0,0,0,708,0,0,0,799,0,0,0,823,0,0,0,872,0,0,0,965,0,0,0,395,0,0
"Denali, AK",2068,2,0,5082,0,2,0,5082,0,2,0,5082,0,2,0,5082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dillingham, AK",2070,1,933,5081,0,1,450,5081,0,1,455,5081,0,0,464,0,0,0,456,0,0,0,514,0,0,0,497,0,0,0,484,0,0,0,507,0,0,0,516,0,0
"Fairbanks North Star, AK",2090,0,13155,0,0,0,14771,0,0,0,14555,0,0,0,15096,0,0,0,15717,0,0,0,16299,0,0,0,16609,0,0,0,16905,0,0,0,17202,0,0,0,16890,0,0
"Haines, AK",2100,0,350,0,0,0,365,0,0,0,353,0,0,0,399,0,0,0,434,0,0,0,450,0,0,0,434,0,0,0,400,0,0,0,414,0,0,0,439,0,0
"Hoonah-Angoon, AK",2105,1,902,5084,0,1,931,5084,0,1,955,5084,0,1,954,5084,0,1,966,5084,0,1,953,5084,0,1,974,5084,0,1,939,5084,0,1,935,5084,0,1,957,5084,0
"Juneau, AK",2110,0,4594,0,0,0,4457,0,0,0,4571,0,0,0,4879,0,0,0,5958,0,0,0,5980,0,0,0,6494,0,0,0,6833,0,0,0,6729,0,0,0,6882,0,0
"Kenai Peninsula, AK",2122,0,8262,0,0,0,8402,0,0,0,8364,0,0,0,8732,0,0,0,9319,0,0,0,9562,0,0,0,9596,0,0,0,9918,0,0,0,10142,0,0,0,10314,0,0
"Ketchikan Gateway, AK",2130,0,2891,0,0,0,2657,0,0,0,2590,0,0,0,2757,0,0,0,2799,0,0,0,2797,0,0,0,2837,0,0,0,2886,0,0,0,2873,0,0,0,2890,0,0
"Kodiak Island, AK",2150,0,2250,0,0,0,2428,0,0,0,2397,0,0,0,2436,0,0,0,2529,0,0,0,2655,0,0,0,2674,0,0,0,2890,0,0,0,2826,0,0,0,2910,0,0
"Lake and Peninsula, AK",2164,2,0,5081,0,2,0,5081,0,2,0,5081,0,0,0,0,0,0,0,0,0,0,522,0,0,0,543,0,0,0,587,0,0,0,565,0,0,0,558,0,0
"Matanuska-Susitna, AK",2170,0,8930,0,0,0,9060,0,0,0,8738,0,0,0,9225,0,0,0,9810,0,0,0,10580,0,0,0,10990,0,0,0,11541,0,0,0,12077,0,0,0,12338,0,0
"Nome, AK",2180,0,2000,0,0,0,1999,0,0,0,2004,0,0,0,2179,0,0,0,2123,0,0,0,2303,0,0,0,2285,0,0,0,2340,0,0,0,2444,0,0,0,2508,0,0
"North Slope, AK",2185,0,1149,0,0,0,1557,0,0,0,1245,0,0,0,1594,0,0,0,1364,0,0,0,1735,0,0,0,1816,0,0,0,1991,0,0,0,2075,0,0,0,2133,0,0
"Northwest Arctic, AK",2188,0,1560,0,0,0,1742,0,0,0,1625,0,0,0,1776,0,0,0,1596,0,0,0,1877,0,0,0,1994,0,0,0,2086,0,0,0,1954,0,0,0,2075,0,0
"Petersburg, AK",2195,1,1303,5090,0,1,1340,5090,0,1,1343,5090,0,1,1358,5090,0,1,1353,5090,0,1,1410,5090,0,1,1402,5090,0,1,1373,5090,0,1,1514,5090,0,1,1497,5090,0
"Prince of Wales-Hyder, AK",2198,0,905,0,0,0,1322,0,0,0,1353,0,0,0,1525,0,0,0,1551,0,0,0,1475,0,0,0,1501,0,0,0,1496,0,0,0,1475,0,0,0,1531,0,0
"Sitka, AK",2220,0,1752,0,0,0,1875,0,0,0,1841,0,0,0,1957,0,0,0,2008,0,0,0,2050,0,0,0,2151,0,0,0,2185,0,0,0,2094,0,0,0,2084,0,0
"Skagway, AK",2230,2,0,5084,0,2,0,5084,0,2,0,5084,0,2,0,5084,0,2,0,5084,0,2,0,5084,0,2,0,5084,0,2,0,5084,0,2,0,5084,0,2,0,5084,0
"Southeast Fairbanks, AK",2240,0,1519,0,0,0,507,0,0,0,458,0,0,0,492,0,0,0,497,0,0,0,507,0,0,0,525,0,0,0,525,0,0,0,533,0,0,0,552,0,0
"Valdez-Cordova, AK",2261,0,1880,0,0,0,1831,0,0,0,1879,0,0,0,1963,0,0,0,1929,0,0,0,2115,0,0,0,2210,0,0,0,2144,0,0,0,2200,0,0,0,2220,0,0
"Wade Hampton, AK",2270,0,1577,0,0,0,1613,0,0,0,1587,0,0,0,1645,0,0,0,1648,0,0,0,1765,0,0,0,2061,0,0,0,2212,0,0,0,2269,0,0,0,2365,0,0
"Wrangell, AK",2275,2,0,5090,0,2,0,5090,0,2,0,5090,0,2,0,5090,0,2,0,5090,0,2,0,5090,0,2,0,5090,0,2,0,5090,0,2,0,5090,0,2,0,5090,0
"Yakutat, AK",2282,2,0,5084,0,2,0,5084,0,2,0,5084,0,2,0,5084,0,2,0,5084,0,2,0,5084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yukon-Koyukuk, AK",2290,1,2127,5082,0,1,2135,5082,0,1,2027,5082,0,1,2161,5082,0,0,2051,0,0,0,2184,0,0,0,2252,0,0,0,2456,0,0,0,2128,0,0,0,2499,0,0
ARIZONA,4000,0,609411,0,0,0,585756,0,0,0,609562,0,0,0,617753,0,0,0,634201,0,0,0,656286,0,0,0,678772,0,0,0,710748,0,0,0,735752,0,0,0,747791,0,0
"Apache, AZ",4001,0,13160,0,0,0,13558,0,0,0,13691,0,0,0,13956,0,0,0,14050,0,0,0,14465,0,0,0,14633,0,0,0,15126,0,0,0,15407,0,0,0,16613,0,0
"Cochise, AZ",4003,0,55848,0,0,0,19074,0,0,0,19204,0,0,0,19422,0,0,0,19492,0,0,0,19555,0,0,0,20294,0,0,0,21059,0,0,0,21270,0,0,0,21484,0,0
"Coconino, AZ",4005,0,17638,0,0,0,18384,0,0,0,18865,0,0,0,18714,0,0,0,18946,0,0,0,19112,0,0,0,19584,0,0,0,20182,0,0,0,20432,0,0,0,20064,0,0
"Gila, AZ",4007,0,7364,0,0,0,7423,0,0,0,7452,0,0,0,7583,0,0,0,7685,0,0,0,8167,0,0,0,8462,0,0,0,8882,0,0,0,9058,0,0,0,8562,0,0
"Graham, AZ",4009,0,5064,0,0,0,5253,0,0,0,5290,0,0,0,5428,0,0,0,5464,0,0,0,5673,0,0,0,5772,0,0,0,6049,0,0,0,6056,0,0,0,6924,0,0
"Greenlee, AZ",4011,0,2079,0,0,0,2237,0,0,0,2170,0,0,0,2210,0,0,0,2240,0,0,0,2331,0,0,0,2365,0,0,0,2380,0,0,0,2274,0,0,0,2855,0,0
"La Paz, AZ",4012,0,2477,0,0,0,2599,0,0,0,2713,0,0,0,2820,0,0,0,2889,0,0,0,2937,0,0,0,3071,0,0,0,3112,0,0,0,3104,0,0,0,3121,0,0
"Maricopa, AZ",4013,0,320411,0,0,0,325944,0,0,0,341833,0,0,0,345323,0,0,0,356352,0,0,0,369963,0,0,0,383355,0,0,0,402596,0,0,0,418249,0,0,0,421798,0,0
"Mohave, AZ",4015,0,12036,0,0,0,13202,0,0,0,14000,0,0,0,15046,0,0,0,16205,0,0,0,16899,0,0,0,18090,0,0,0,19431,0,0,0,20260,0,0,0,20844,0,0
"Navajo, AZ",4017,0,15969,0,0,0,16133,0,0,0,16256,0,0,0,17043,0,0,0,17081,0,0,0,17603,0,0,0,17860,0,0,0,18910,0,0,0,19421,0,0,0,20931,0,0
"Pima, AZ",4019,0,96300,0,0,0,98808,0,0,0,101853,0,0,0,102622,0,0,0,104478,0,0,0,107464,0,0,0,110353,0,0,0,115323,0,0,0,119210,0,0,0,121370,0,0
"Pinal, AZ",4021,0,22070,0,0,0,22182,0,0,0,22937,0,0,0,22812,0,0,0,22926,0,0,0,23549,0,0,0,24057,0,0,0,24518,0,0,0,24804,0,0,0,26526,0,0
"Santa Cruz, AZ",4023,0,6033,0,0,0,6330,0,0,0,6858,0,0,0,6995,0,0,0,7442,0,0,0,7615,0,0,0,7931,0,0,0,8320,0,0,0,8643,0,0,0,8869,0,0
"Yavapai, AZ",4025,0,14266,0,0,0,15154,0,0,0,15624,0,0,0,16214,0,0,0,16496,0,0,0,17281,0,0,0,18156,0,0,0,19355,0,0,0,20254,0,0,0,20681,0,0
"Yuma, AZ",4027,0,18696,0,0,0,19475,0,0,0,20816,0,0,0,21565,0,0,0,22455,0,0,0,23672,0,0,0,24789,0,0,0,25505,0,0,0,27310,0,0,0,27149,0,0
ARKANSAS,5000,0,429260,0,0,0,437155,0,0,0,441907,0,0,0,436023,0,0,0,436209,0,0,0,438772,0,0,0,442169,0,0,0,447719,0,0,0,448109,0,0,0,455547,0,0
"Arkansas, AR",5001,0,4272,0,0,0,4274,0,0,0,4290,0,0,0,4163,0,0,0,4081,0,0,0,4081,0,0,0,3983,0,0,0,3895,0,0,0,3875,0,0,0,3777,0,0
"Ashley, AR",5003,0,5182,0,0,0,5260,0,0,0,5163,0,0,0,5007,0,0,0,4968,0,0,0,4932,0,0,0,4932,0,0,0,4985,0,0,0,4965,0,0,0,4730,0,0
"Baxter, AR",5005,0,4667,0,0,0,4615,0,0,0,4621,0,0,0,4646,0,0,0,4637,0,0,0,4749,0,0,0,4725,0,0,0,4830,0,0,0,4912,0,0,0,5039,0,0
"Benton, AR",5007,0,14454,0,0,0,15090,0,0,0,15536,0,0,0,15991,0,0,0,16593,0,0,0,17392,0,0,0,18142,0,0,0,19050,0,0,0,20251,0,0,0,22008,0,0
"Boone, AR",5009,0,5261,0,0,0,5286,0,0,0,5180,0,0,0,5212,0,0,0,5288,0,0,0,5372,0,0,0,5492,0,0,0,5685,0,0,0,5792,0,0,0,5833,0,0
"Bradley, AR",5011,0,2515,0,0,0,2488,0,0,0,2497,0,0,0,2443,0,0,0,2467,0,0,0,2405,0,0,0,2426,0,0,0,2378,0,0,0,2368,0,0,0,2316,0,0
"Calhoun, AR",5013,0,897,0,0,0,911,0,0,0,912,0,0,0,912,0,0,0,919,0,0,0,939,0,0,0,933,0,0,0,942,0,0,0,935,0,0,0,897,0,0
"Carroll, AR",5015,0,2941,0,0,0,2987,0,0,0,3062,0,0,0,3086,0,0,0,3156,0,0,0,3276,0,0,0,3399,0,0,0,3531,0,0,0,3593,0,0,0,3675,0,0
"Chicot, AR",5017,0,3942,0,0,0,3869,0,0,0,3792,0,0,0,3613,0,0,0,3468,0,0,0,3342,0,0,0,3240,0,0,0,3300,0,0,0,3178,0,0,0,3091,0,0
"Clark, AR",5019,0,3683,0,0,0,3569,0,0,0,3455,0,0,0,3411,0,0,0,3471,0,0,0,3463,0,0,0,3502,0,0,0,3563,0,0,0,3560,0,0,0,3339,0,0
"Clay, AR",5021,0,3243,0,0,0,3228,0,0,0,3128,0,0,0,3046,0,0,0,3001,0,0,0,3007,0,0,0,2981,0,0,0,3037,0,0,0,3017,0,0,0,3040,0,0
"Cleburne, AR",5023,0,3016,0,0,0,3028,0,0,0,3046,0,0,0,3054,0,0,0,3104,0,0,0,3222,0,0,0,3178,0,0,0,3308,0,0,0,3327,0,0,0,3428,0,0
"Cleveland, AR",5025,0,1459,0,0,0,1480,0,0,0,1527,0,0,0,1489,0,0,0,1505,0,0,0,1515,0,0,0,1497,0,0,0,1538,0,0,0,1523,0,0,0,1519,0,0
"Columbia, AR",5027,0,5017,0,0,0,5084,0,0,0,5076,0,0,0,5102,0,0,0,5013,0,0,0,4987,0,0,0,5035,0,0,0,4990,0,0,0,5017,0,0,0,4937,0,0
"Conway, AR",5029,0,3507,0,0,0,3441,0,0,0,3447,0,0,0,3432,0,0,0,3442,0,0,0,3446,0,0,0,3496,0,0,0,3466,0,0,0,3535,0,0,0,3602,0,0
"Craighead, AR",5031,0,11904,0,0,0,12191,0,0,0,12143,0,0,0,11968,0,0,0,12068,0,0,0,12267,0,0,0,12407,0,0,0,12419,0,0,0,12380,0,0,0,12649,0,0
"Crawford, AR",5033,0,8260,0,0,0,8409,0,0,0,8751,0,0,0,8866,0,0,0,8997,0,0,0,9224,0,0,0,9484,0,0,0,9603,0,0,0,9774,0,0,0,9981,0,0
